name,id,idMovie
Moving Pictures,15888,818
Gratitude International,52943,818
The Weinstein Company,308,16577
Summit Entertainment,491,16577
Tezuka Production Company Ltd.,3196,16577
Imagi Animation Studios,3463,16577
Universal Pictures,33,329
Amblin Entertainment,56,329
Tig Productions,335,12160
Warner Bros.,6194,12160
Kasdan Pictures,13040,12160
Paragon Entertainment Corp.,24217,12160
Paramount Pictures,4,9331
Mace Neufeld Productions,2767,9331
Shanghai Film Group,3407,300168
Jackie & JJ Production,19658,300168
Sparkle Roll Media,36958,300168
Huayi Brothers Media,39649,300168
Alibaba Pictures Group,69484,300168
Home Media & Entertainment Fund,74456,300168
Tencent Video,74457,300168
China Film & TV Capital,74458,300168
Visualizer Film Company,74459,300168
Revolution Studios,497,9072
Wayans Bros. Entertainment,1608,9072
Universal Pictures,33,3536
Canal Plus,104,3536
Dino De Laurentiis Company,10308,3536
Columbia Pictures,5,9087
Castle Rock Entertainment,97,9087
Paramount Pictures,4,12177
Goldcrest Pictures,11843,12177
Internationale Filmproduktion,15742,12177
Franchise Pictures,1403,12138
Warner Bros.,6194,12138
Morgan Creek Productions,10210,12138
Double Feature Films,215,273248
The Weinstein Company,308,273248
FilmColony,1811,273248
DreamWorks,7,9955
Universal Pictures,33,50359
Illumination Entertainment,6704,50359
Virtual Studios,449,1271
Legendary Pictures,923,1271
Hollywood Gang Productions,2994,1271
Atmosphere Entertainment MM,2995,1271
Warner Bros.,6194,1271
Nimar Studios,7636,1271
Cruel and Unusual Films,78685,1271
DreamWorks SKG,27,693
Universal Pictures,33,693
Everyman Pictures,2242,693
Tribeca Productions,11391,693
Sunswept Entertainment,5219,14306
Dune Entertainment III,6332,14306
Castle Rock Entertainment,97,497
Darkwoods Productions,3982,497
Warner Bros.,6194,497
Wild Hogs Productions,6354,11199
Touchstone Pictures,9195,11199
Walt Disney Pictures,2,9982
Walt Disney Feature Animation,10217,9982
Twentieth Century Fox Film Corporation,306,210577
Regency Enterprises,508,210577
New Regency Pictures,10104,210577
Pacific Standard,15829,210577
TSG Entertainment,22213,210577
Artemple - Hollywood,60682,210577
Universal Pictures,33,2501
"Kennedy/Marshall Company, The",7383,2501
Hypnotic,7384,2501
Kalima Productions GmbH & Co. KG,7385,2501
Stillking Films,11345,2501
United Artists,60,710
Eon Productions,7576,710
Paramount Pictures,4,2275
MFP Munich Film Partners GmbH & Company I. Produktions KG,21409,2275
Krane Entertainment,25358,2275
Neufeld Rehme Productions,38005,2275
Paramount Pictures,4,37165
Scott Rudin Productions,258,37165
DreamWorks SKG,27,9837
DreamWorks Animation,521,9837
Columbia Pictures,5,10708
Revolution Studios,497,10708
Davis Entertainment,1302,10708
Universal Studios,13,136400
Marc Platt Productions,2527,136400
Emmett/Furla Films,10405,136400
Envision Entertainment Corporation,11030,136400
Village Roadshow Pictures,79,10992
NPV Entertainment,172,10992
Mad Chance,1757,10992
Zide-Perry Productions,3169,10992
Warner Bros.,6194,10992
BenderSpink,6363,10992
De Line Pictures,2609,9654
Working Title Films,10163,9654
Village Roadshow Pictures,79,2642
Castle Rock Entertainment,97,2642
NPV Entertainment,172,2642
Fortis Films,4258,2642
DreamWorks SKG,27,8916
Pacific Data Images (PDI),520,8916
DreamWorks Animation,521,8916
Universal Pictures,33,19899
Wild West Picture Show Productions,2796,19899
Stuber Productions,4403,19899
Relativity Media,7295,19899
Paramount Pictures,4,2119
Don Simpson/Jerry Bruckheimer Films,10288,2119
Twentieth Century Fox Film Corporation,306,9641
21 Laps Entertainment,2575,9641
Dozen Canada Productions,87840,9641
Gotham Group,3672,294254
Temple Hill Entertainment,12292,294254
TSG Entertainment,22213,294254
Columbia Pictures,5,38167
Red Om Films,2455,38167
Plan B Entertainment,45778,38167
Universal Pictures,33,5994
DC Comics,429,39514
Di Bonaventura Pictures,435,39514
Summit Entertainment,491,39514
DC Entertainment,9993,39514
Donners' Company,431,9563
Ixtlan,4198,9563
Warner Bros.,6194,9563
Wildwood Enterprises,316,547
Touchstone Pictures,9195,547
Paramount Pictures,4,1538
DreamWorks SKG,27,1538
Parkes/MacDonald Productions,11084,1538
Edge City,11463,1538
Universal Pictures,33,9334
Kalima Productions GmbH & Co. KG,7385,9334
World Wrestling Entertainment (WWE),7588,9334
Alphaville Films,11462,9334
Casey Silver Productions,877,11128
Beacon Communications,919,11128
Touchstone Pictures,9195,11128
Beacon Pictures,10157,11128
Fantail Films Inc.,53987,11128
Paramount Pictures,4,75780
Mutual Film Company,762,75780
Skydance Productions,6277,75780
TC Productions,21777,75780
Village Roadshow Pictures,79,8914
Warner Bros.,6194,8914
Riche-Ludwig Productions,28438,8914
Groucho III Film Partnership,28439,8914
Columbia Pictures,5,13576
Double Feature Films,215,39538
Regency Enterprises,508,39538
Warner Bros.,6194,39538
Participant Media,6735,39538
Imagenation Abu Dhabi FZ,6736,39538
Castle Rock Entertainment,97,10628
Jerry Bruckheimer Films,130,10628
Warner Bros.,6194,10628
Focus Features,10146,14836
Laika Entertainment,11537,14836
Spyglass Entertainment,158,8645
Twentieth Century Fox Film Corporation,306,8645
Dune Entertainment,444,8645
UTV Motion Pictures,2320,8645
Blinding Edge Pictures,12236,8645
Regency Enterprises,508,9509
Fox 2000 Pictures,711,9509
Epsilon Motion Pictures,1171,9509
Scott Free Productions,1645,9509
New Regency Pictures,10104,9509
Walt Disney Pictures,2,10067
Mandeville Films,10227,10067
Boxing Cat Films,12626,10067
Weed Road Pictures,433,9384
Warner Bros.,6194,9384
Dimension Films,7405,9384
Red Hour Films,12178,9384
AR-TL,53610,9384
Twentieth Century Fox Film Corporation,306,9279
1492 Pictures,436,9279
Revolution Studios,497,1487
Dark Horse Entertainment,552,1487
Lawrence Gordon Productions,840,1487
Starlite Films,21497,1487
Paramount Pictures,4,9422
Wildwood Enterprises,316,9422
Touchstone Pictures,9195,9422
Focus Features,10146,77174
Laika Entertainment,11537,77174
Universal Pictures,33,4824
Toho-Towa,657,4824
Mutual Film Company,762,4824
Marubeni,4650,4824
Tele München Fernseh Produktionsgesellschaft (TMG),7237,4824
Alphaville Films,11462,4824
British Broadcasting Corporation (BBC),15278,4824
UGC PH,23932,4824
Mel's Cite du Cinema,54502,4824
Paramount Pictures,4,9620
DreamWorks SKG,27,9620
Davis Entertainment,1302,9620
Lion Rock Productions,2812,9620
Province of British Columbia Film Incentive BC,11567,9620
Solomon/Hackett Productions,22536,9620
Cinergi Pictures Entertainment,1504,9302
Touchstone Pictures,9195,9302
Larger Than Life Productions,1163,10199
DreamWorks SKG,27,10771
Parkes+MacDonald Image Nation,49325,10771
Blue Train Productions,67173,10771
Regency Enterprises,508,3512
Warner Bros.,6194,3512
Seagal/Nasso Productions,17825,3512
Victor Company of Japan (JVC),21480,3512
Cutting Edge Films,63906,3512
Paramount Pictures,4,137094
Di Bonaventura Pictures,435,137094
Mace Neufeld Productions,2767,137094
Skydance Productions,6277,137094
Etalon film,9341,137094
Buckaroo Entertainment,11250,137094
Fox 2000 Pictures,711,274479
Davis Entertainment,1302,274479
Annapurna Pictures,13184,274479
TSG Entertainment,22213,274479
Millennium Films,10254,267860
LHF Film,73045,267860
Gerard Butler Alan Siegel Entertainment,73046,267860
Nu Boyana Film Studios,74795,267860
Twentieth Century Fox Film Corporation,306,8078
Brandywine Productions,19747,8078
Paramount Pictures,4,7485
Di Bonaventura Pictures,435,7485
Grosvenor Park Impact Productions,57421,7485
Laika Entertainment,11537,170687
Village Roadshow Pictures,79,6435
DiNovi Pictures,813,6435
Fortis Films,4258,6435
Warner Bros.,6194,6435
Stargate Studios,55474,6435
Village Roadshow Pictures,79,137106
DC Comics,429,137106
Vertigo Entertainment,829,137106
Lin Pictures,2723,137106
Warner Bros. Animation,2785,137106
LEGO,4081,137106
Warner Bros.,6194,137106
Animal Logic,8089,137106
Warner Animation Group,25120,137106
RatPac-Dune Entertainment,41624,137106
Village Roadshow Pictures,79,10040
Castle Rock Entertainment,97,10040
Fortis Films,4258,10040
The Zanuck Company,80,6278
Spyglass Entertainment,158,6278
World 2000 Entertainment,7692,6278
Touchstone Pictures,9195,6278
Tripod Entertainment,22902,6278
Village Roadshow Pictures,79,82682
Lin Pictures,2723,82682
Warner Bros.,6194,82682
Langley Park Production,8057,82682
Columbia Pictures,5,17610
Ocean Pictures,7433,17610
Apatow Productions,10105,17610
Spyglass Entertainment,158,22954
Malpaso Productions,171,22954
Revelations Entertainment,906,22954
Mace Neufeld Productions,2767,22954
Warner Bros.,6194,22954
Liberty Pictures (II),76466,22954
Universal Pictures,33,16995
StudioCanal,694,16995
Andell Entertainment,1683,16995
Relativity Media,7295,16995
Working Title Films,10163,16995
Universal Pictures,33,16558
Laura Bickford Productions,5163,16558
Relativity Media,7295,16558
Medienproduktion Poseidon Filmgesellschaft,27317,16558
Walt Disney Pictures,2,9849
Twentieth Century Fox Film Corporation,306,5820
Dune Entertainment,444,5820
Major Studio Partners,445,5820
Regency Enterprises,508,5820
Epsilon Motion Pictures,1171,5820
New Regency Pictures,10104,5820
Sentinel Productions,28537,5820
Furthur Films,33433,5820
TriStar Pictures,559,16866
Ilion Animation Studios,5653,16866
Hand Made Films,12297,16866
Paramount Pictures,4,201
Imagine Entertainment,23,11775
Universal Pictures,33,11775
Mike Zoss Productions,2092,11775
Alphaville Productions,6556,11775
Malpaso Productions,171,87825
Warner Bros.,6194,87825
Icon Productions,152,12201
BBC Films,288,12201
GK Films,3281,12201
Warner Bros.,6194,12201
Paramount Pictures,4,11015
Universal Pictures,33,11015
Toho-Towa,657,11015
Mutual Film Company,762,11015
Pacific Western,1280,11015
PolyGram Filmed Entertainment,1382,11015
Marubeni,4650,11015
Tele München Fernseh Produktionsgesellschaft (TMG),7237,11015
British Broadcasting Corporation (BBC),15278,11015
Village Roadshow Pictures,79,9932
NPV Entertainment,172,9932
Warner Bros.,6194,9932
Tribeca Productions,11391,9932
Baltimore Spring Creek Pictures,14719,9932
Face Productions,48638,9932
Grosvenor Park Media Ltd.,2053,13389
InVenture Entertainment,2831,13389
Millennium Films,10254,13389
Emmett/Furla Films,10405,13389
Nu-Image Films,21543,13389
Imagine Entertainment,23,8838
Universal Pictures,33,8838
DreamWorks,7,17332
Universal Pictures,33,17332
StudioCanal,694,17332
Participant Media,6735,17332
Krasnoff Foster Productions,8299,17332
Working Title Films,10163,17332
DreamWorks SKG,27,4958
Twentieth Century Fox Film Corporation,306,4958
Wildwood Enterprises,316,4958
Epsilon Motion Pictures,1171,4958
Allied Filmmakers,1755,4958
Columbia Pictures,5,786
Vinyl Films,485,786
DreamWorks Pictures,7293,786
Twentieth Century Fox Film Corporation,306,9513
Dune Entertainment,444,9513
Davis Entertainment,1302,9513
Original Film,333,11679
Columbia Pictures Corporation,441,11679
Revolution Studios,497,11679
Screen Gems,3287,38321
Stars Road Entertainment,8931,38321
Buckaroo Entertainment,11250,38321
Michael De Luca Productions,11370,38321
TOKYOPOP,22641,38321
DreamWorks Animation,521,14411
Paramount Pictures,4,8413
Impact Pictures,248,8413
Golar Productions,2484,8413
Universal Pictures,33,10052
Spyglass Entertainment,158,10052
Shady Acres Entertainment,159,10052
Gran Via Productions,2605,10052
Kalima Productions GmbH & Co. KG,7385,10052
NDE Productions,20352,10052
Universal Pictures,33,9676
Davis-Films,342,9676
Signature Pictures,2982,9676
Linson Entertainment,4700,9676
Art Linson Productions,8769,9676
Millennium Films,10254,9676
Equity Pictures Medienfonds GmbH & Co. KG III,10885,9676
Nu Image Entertainment GmbH,22443,9676
Ingenious Film Partners,289,9664
Electric Entertainment,3241,9664
Skydance Productions,6277,9664
Flyboys Films,6362,9664
DreamWorks SKG,27,2100
United Artists,60,10384
Metro-Goldwyn-Mayer (MGM),8411,10384
Hammerhead Productions,20375,10384
Screenland Pictures,23587,10384
Village Roadshow Pictures,79,137321
Weed Road Pictures,433,137321
Warner Bros.,6194,137321
Constantin Film Produktion,5755,123553
Don Carmody Productions,22656,123553
Unique Features,60746,123553
Mr. Smith Productions,60747,123553
Twentieth Century Fox Film Corporation,306,11260
Dune Entertainment,444,11260
Regency Enterprises,508,11260
Guy Walks into a Bar Productions,2645,11260
Deep River Productions,2646,11260
Friendly Films (II),81136,11260
Vertigo Entertainment,829,9009
Touchstone Pictures,9195,9009
Post No Bills Films,49696,9009
Pandemonium Productions,49697,9009
Imagine Entertainment,23,11374
Universal Pictures,33,11374
New Line Cinema,12,2309
Internationale Filmproduktion Blackbird Erste,20360,2309
DC Comics,429,8285
Lionsgate,1632,8285
Odd Lot Entertainment,3263,8285
Media Magik Entertainment,5627,8285
Dark Lot Entertainment,7375,8285
Continental Entertainment Group (CEG),7376,8285
Lionsgate,1632,210860
Mad Chance,1757,210860
OddLot Entertainment,36209,210860
Huayi Brothers Media,39649,210860
Boll Kino Beteiligungs GmbH & Co. KG,1062,2312
Brightlight Pictures,1063,2312
Herold Productions,1064,2312
Mandalay Pictures,551,9839
CP Medien AG,5521,9839
Camelot Pictures,11728,9839
Networxx - Film Management,26107,9839
Mel's Cite du Cinema,54502,9839
Filmko Pictures,9175,381902
Lawrence Bender Productions,2253,13922
Marty Katz Productions,12552,13922
Twentieth Century Fox Film Corporation,306,293660
Marvel Entertainment,7505,293660
The Donners' Company,11307,293660
TSG Entertainment,22213,293660
Kinberg Genre,78091,293660
Caravan Pictures,175,9713
Touchstone Pictures,9195,9713
Village Roadshow Pictures,79,190859
Malpaso Productions,171,190859
Warner Bros.,6194,190859
RatPac-Dune Entertainment,41624,190859
Mad Chance Productions,57408,190859
22 & Indiana Pictures,57409,190859
Columbia Pictures,5,257445
Village Roadshow Pictures,79,257445
Original Film,333,257445
Sony Pictures Animation,2251,257445
Sony Pictures Entertainment (SPE),7431,257445
Scholastic Entertainment,30246,257445
LStar Capital,34034,257445
DreamWorks SKG,27,9007
UIP,135,9007
MacDonald/Parkes Productions,384,9007
Universal Pictures,33,889
Amblin Entertainment,56,889
TriStar Pictures,559,1370
Carolco Pictures,14723,1370
Universal Pictures,33,4942
Casey Silver Productions,877,4942
Outlaw Productions (I),19507,4942
Smokehouse Pictures,22695,4942
Happy Madison Productions,2608,347969
Columbia Pictures,5,24438
Castle Rock Entertainment,97,24438
Relativity Media,7295,24438
Banter,45726,24438
Twentieth Century Fox Film Corporation,306,116741
Regency Enterprises,508,116741
21 Laps Entertainment,2575,116741
Wild West Picture Show Productions,2796,116741
TSG Entertainment,22213,116741
Impact Pictures,248,35791
Davis-Films,342,35791
Constantin Film Produktion,5755,35791
Lucasfilm,1,72431
Twentieth Century Fox Film Corporation,306,72431
Partnership Pictures,22883,72431
Regency Enterprises,508,1813
Monarchy Enterprises B.V.,676,1813
Kopelson Entertainment,824,1813
Warner Bros.,6194,1813
New Regency Pictures,10104,1813
Taurus Film,20555,1813
Columbia Pictures,5,87428
Happy Madison Productions,2608,87428
Relativity Media,7295,87428
Universal Pictures,33,8840
New Line Cinema,12,10589
Contrafilm,1836,10589
Firm Films,1838,10589
Columbia Pictures,5,71676
Imagenation Abu Dhabi FZ,6736,71676
Marvel Entertainment,7505,71676
Marvel Knights,11106,71676
Hyde Park Entertainment,13816,71676
Crystal Sky Pictures,20241,71676
Michael De Luca Productions,27551,71676
Miramax Films,14,1722
Universal Pictures,33,1722
Walt Disney Pictures,2,10022
Spyglass Entertainment,158,10022
Metro-Goldwyn-Mayer (MGM),8411,11358
Mandeville Films,10227,11358
WWE Studios,10339,11358
Hyde Park Entertainment,13816,11358
Burke/Samples/Foster Productions,23938,11358
Cub Eight Productions,23940,11358
Paramount Pictures,4,13
Dune Entertainment,444,6477
Regency Enterprises,508,6477
Fox 2000 Pictures,711,6477
Bagdasarian Productions,10930,6477
DreamWorks SKG,27,1597
Universal Pictures,33,1597
Tribeca Productions,11391,1597
Nancy Tenenbaum Films,41248,1597
Walt Disney Pictures,2,10530
Walt Disney Feature Animation,10217,10530
Warner Bros.,6194,1924
Dovemead Films,51861,1924
Film Export A.G.,51862,1924
Imagine Entertainment,23,9327
Universal Pictures,33,9327
Columbia Pictures Corporation,441,8488
Overbrook Entertainment,12485,8488
Walt Disney Pictures,2,10603
Mandeville Films,10227,10603
Universal Pictures,33,8273
Zide-Perry Productions,3169,8273
LivePlanet,7161,8273
Loumolo & Co.,52942,8273
Columbia Pictures,5,109424
Twentieth Century Fox Film Corporation,306,35056
Dune Entertainment,444,35056
21 Laps Entertainment,2575,35056
Universal Pictures,33,8839
Amblin Entertainment,56,8839
The Harvey Entertainment Company,11098,8839
Columbia Pictures,5,156022
Village Roadshow Pictures,79,156022
Escape Artists,1423,156022
Mace Neufeld Productions,2767,156022
LStar Capital,34034,156022
Lonetree Entertainment,41096,156022
Red Om Films,2455,7303
Hollywood Pictures,915,8963
Don Simpson/Jerry Bruckheimer Films,10288,8963
Columbia Pictures Corporation,441,1402
Escape Artists,1423,1402
Relativity Media,7295,1402
Overbrook Entertainment,12485,1402
Imagine Entertainment,23,9315
Touchstone Pictures,9195,9315
Warner Bros.,6194,8984
Baltimore Pictures,11407,8984
Atlas Entertainment,507,795
